Date,Open,High,Low,Close,Points_Change,Change_Pct,Volume_Cr,Turnover_Rs_Cr,PE,PB,Div_Yield,Daily_Return
2022-01-14,24917.58,25023.58,24815.72,24984.66,13.34,0.05,25.38,3171.21,27.83,3.59,1.0,0.0005342128489802533
2022-01-17,25015.95,25091.26,24967.08,25063.83,79.17,0.32,25.98,3262.87,27.98,3.61,0.99,0.003168744341528029
2022-01-18,25136.16,25150.53,24698.14,24741.12,-322.71,-1.29,22.65,3163.35,27.43,3.54,1.01,-0.012875526206489685
2022-01-19,24752.56,24757.22,24470.96,24577.97,-163.15,-0.66,23.6,4728.44,27.33,3.53,1.01,-0.00659428514149718
2022-01-20,24579.01,24600.75,24274.41,24403.07,-174.9,-0.71,18.61,3108.72,27.21,3.52,1.01,-0.007116128793386967
2022-01-21,24268.63,24296.33,23944.15,24115.31,-287.76,-1.18,18.62,3573.0,26.84,3.47,1.03,-0.011791958962540261
2022-01-24,24111.12,24111.12,23165.23,23373.13,-742.18,-3.08,24.82,4354.83,25.92,3.35,1.07,-0.030776299371643945
2022-01-25,23210.73,23600.26,22900.34,23568.15,195.02,0.83,21.74,4053.92,26.11,3.38,1.07,0.008343769105806587
2022-01-27,23392.76,23415.27,23023.58,23326.65,-241.5,-1.02,23.69,3923.34,25.55,3.33,1.08,-0.010246879793280317
2022-01-28,23520.27,23756.07,23365.04,23393.9,67.25,0.29,23.69,3923.34,25.77,3.36,1.07,0.002882968621726656
2022-01-31,23668.13,23796.81,23618.35,23715.29,321.39,1.37,15.74,2945.87,26.13,3.42,1.06,0.013738196709398576
2022-02-01,23960.02,24054.75,23600.97,24023.95,308.66,1.3,29.76,4568.16,26.24,3.46,1.05,0.013015231945297634
2022-02-02,24185.29,24315.95,24156.62,24297.75,273.8,1.14,23.01,3294.47,26.41,3.47,1.05,0.011396960116883292
2022-02-03,24308.45,24309.28,23996.59,24045.74,-252.01,-1.04,17.47,2889.81,26.22,3.44,1.06,-0.010371742239507653
2022-02-04,24091.86,24127.56,23906.06,23966.56,-79.18,-0.33,19.66,2942.33,26.19,3.44,1.06,-0.0032928909653019423
2022-02-07,23975.15,24032.27,23513.21,23630.03,-336.53,-1.4,19.66,2942.33,25.6,3.39,1.08,-0.014041648029587961
2022-02-08,23716.2,23760.64,23343.84,23605.06,-24.97,-0.11,21.84,3386.87,25.27,3.38,1.08,-0.0010567062335510302
2022-02-09,23736.78,23873.73,23720.19,23861.29,256.23,1.09,2.84,1249.56,25.53,3.41,1.07,0.01085487603081714
2022-02-10,23978.75,24047.59,23790.84,24009.28,147.99,0.62,21.99,3841.26,25.52,3.43,1.07,0.006202095527944929
2022-02-11,23834.07,23834.07,23620.54,23662.95,-346.33,-1.44,18.2,3284.96,24.81,3.36,1.09,-0.014424839062229244
2022-02-14,23124.18,23264.68,22844.17,22889.32,-773.63,-3.27,22.75,3547.38,24.14,3.27,1.13,-0.032693725845678645
2022-02-15,23001.18,23555.87,22808.47,23531.37,642.05,2.81,26.14,5479.0,24.75,3.37,1.1,0.028050199831187506
2022-02-16,23648.94,23738.82,23453.24,23510.59,-20.78,-0.09,20.34,2690.53,24.79,3.39,1.09,-0.0008830765059577583
2022-02-17,23613.72,23674.18,23406.32,23477.59,-33.0,-0.14,16.37,2364.92,24.64,3.36,1.1,-0.0014036227929626888
2022-02-18,23346.63,23549.74,23346.51,23386.33,-91.26,-0.39,17.13,2718.64,24.6,3.35,1.1,-0.0038871110705995804
2022-02-21,23262.54,23417.43,23047.01,23204.19,-182.14,-0.78,17.13,2718.64,24.4,3.33,1.1,-0.007788310521574027
2022-02-22,22689.23,23092.45,22675.07,23036.01,-168.18,-0.72,25.53,4769.38,24.09,3.28,1.12,-0.007247828948133916
2022-02-23,23163.85,23257.95,23027.54,23064.73,28.72,0.12,19.05,2253.44,24.25,3.3,1.11,0.0012467436852128255
2022-02-24,22370.88,22541.62,21857.13,21896.83,-1167.9,-5.06,39.4,5134.7,22.77,3.1,1.18,-0.05063575424468436
2022-02-25,22217.46,22648.88,22217.46,22551.93,655.1,2.99,25.53,3740.68,23.48,3.19,1.15,0.02991757254360561
2022-02-28,22376.88,22763.31,22142.64,22741.64,189.71,0.84,23.05,2871.21,23.81,3.24,1.13,0.008412140335660734
2022-03-02,22556.67,22672.25,22421.93,22566.75,-174.89,-0.77,20.58,3809.61,23.56,3.2,1.15,-0.007690298500899639
2022-03-03,22788.26,22831.8,22404.63,22465.91,-100.84,-0.45,22.24,3281.95,23.59,3.21,1.15,-0.004468521164988304
2022-03-04,22320.27,22371.26,21982.37,22087.93,-377.98,-1.68,26.0,3428.64,23.02,3.13,1.17,-0.01682460225292448
2022-03-07,21685.08,21685.2,21361.69,21557.46,-530.47,-2.4,29.72,5465.73,22.51,3.06,1.21,-0.024016284006695088
2022-03-08,21477.33,21808.3,21339.78,21782.62,225.16,1.04,22.51,4007.5,22.77,3.1,1.19,0.010444644220608534
2022-03-09,21965.33,22311.58,21816.53,22222.24,439.62,2.02,19.9,3678.23,23.5,3.19,1.15,0.020182145214854952
2022-03-10,22775.9,22775.97,22377.94,22547.08,324.84,1.46,19.9,3678.23,23.93,3.25,1.13,0.01461778830576943
2022-03-11,22499.16,22668.25,22412.48,22624.45,77.37,0.34,19.78,3278.54,23.69,3.22,1.16,0.0034314864718623106
2022-03-14,22657.09,22863.11,22544.63,22839.21,214.76,0.95,18.69,3026.97,24.07,3.27,1.14,0.009492385450253993
2022-03-15,22904.61,22937.18,22455.11,22588.07,-251.14,-1.1,22.57,2890.43,23.8,3.23,1.16,-0.010996002050859044
2022-03-16,22870.14,23026.17,22835.49,23009.72,421.65,1.87,15.87,2527.05,24.27,3.3,1.13,0.018666933474174696
2022-03-17,23287.96,23449.82,23272.49,23394.96,385.24,1.67,20.0,2774.69,24.76,3.36,1.11,0.016742489695658946
2022-03-21,23495.93,23509.84,23191.34,23206.2,-188.76,-0.81,18.64,2838.06,24.41,3.32,1.13,-0.008068404476861635
2022-03-22,23234.03,23421.99,23036.14,23402.1,195.9,0.84,18.64,2838.06,24.6,3.34,1.13,0.008441709543139275
2022-03-23,23509.91,23574.52,23304.88,23351.65,-50.45,-0.22,22.42,3317.25,24.62,3.34,1.12,-0.0021557894376998954
2022-03-24,23233.13,23435.98,23214.8,23365.23,13.58,0.06,25.6,10222.31,24.54,3.33,1.13,0.0005815434883615911
2022-03-25,23458.52,23470.7,23200.02,23296.05,-69.18,-0.3,25.6,10222.31,24.67,3.35,1.13,-0.0029608097159754543
2022-03-28,23347.36,23356.7,23083.97,23338.41,42.36,0.18,21.0,3507.61,24.62,3.34,1.13,0.001818334009413558
2022-03-29,23430.73,23497.75,23369.22,23483.28,144.87,0.62,25.23,3628.71,24.81,3.37,1.12,0.00620736374071762
2022-03-30,23631.54,23740.18,23582.19,23701.75,218.47,0.93,23.24,3065.78,25.06,3.4,1.1,0.00930321488309982
2022-03-31,23757.92,23803.16,23658.63,23695.01,-6.74,-0.03,25.72,2862.35,24.95,3.39,1.11,-0.000284367188076895
2022-04-01,23718.54,24040.21,23689.91,24003.84,308.83,1.3,25.24,2951.39,25.26,3.43,1.1,0.013033545881601327
2022-04-04,24178.98,24493.5,24177.48,24476.57,472.73,1.97,25.19,4499.83,25.96,3.52,1.07,0.01969393230416472
2022-04-05,24585.63,24628.56,24443.83,24490.81,14.24,0.06,25.62,4058.29,26.03,3.53,1.07,0.0005817808622696763
2022-04-06,24409.13,24485.68,24340.26,24389.26,-101.55,-0.41,36.42,4194.13,25.62,3.48,1.08,-0.004146453302279585
2022-04-07,24368.38,24440.94,24160.95,24185.86,-203.4,-0.83,49.36,7014.13,25.37,3.44,1.09,-0.008339736424967326
2022-04-08,24301.45,24475.93,24189.53,24412.79,226.93,0.94,35.91,5315.96,25.81,3.5,1.08,0.009382755047784075
2022-04-11,24434.77,24482.39,24336.19,24387.62,-25.17,-0.1,19.93,3519.15,25.73,3.48,1.08,-0.0010310169382524714
2022-04-12,24354.37,24354.37,23999.31,24134.5,-253.12,-1.04,19.93,3519.15,25.42,3.44,1.09,-0.010379036576754874
2022-04-13,24275.48,24325.2,24076.14,24092.76,-41.74,-0.17,16.46,2707.03,25.33,3.43,1.09,-0.0017294744038617305
2022-04-18,23812.15,23826.09,23591.82,23757.85,-334.91,-1.39,17.11,3421.58,25.0,3.39,1.12,-0.013900856522872429
2022-04-19,23879.75,23939.44,23272.39,23443.9,-313.95,-1.32,17.97,3716.76,24.63,3.34,1.13,-0.013214579602110366
2022-04-20,23574.99,23729.43,23480.99,23644.32,200.42,0.85,15.28,2912.71,24.82,3.37,1.12,0.008548918908543257
2022-04-21,23809.81,23987.65,23768.46,23966.48,322.16,1.36,15.3,4603.47,25.27,3.43,1.1,0.013625259681817825
2022-04-22,23845.03,23903.98,23687.95,23715.18,-251.3,-1.05,13.8,3113.44,24.87,3.37,1.12,-0.010485478051011188
2022-04-25,23525.52,23525.54,23290.78,23370.5,-344.68,-1.45,16.68,2800.71,24.33,3.32,1.14,-0.014534150700100112
2022-04-26,23568.14,23755.48,23550.74,23729.0,358.5,1.53,14.19,2778.12,24.71,3.37,1.12,0.015339851522218284
2022-04-27,23597.37,23615.59,23388.07,23509.36,-219.64,-0.93,16.48,3427.55,24.54,3.35,1.15,-0.009256184415693869
2022-04-28,23707.73,23840.32,23526.25,23759.49,250.13,1.06,15.86,2836.34,24.85,3.39,1.14,0.01063959206035392
2022-04-29,23874.59,23914.56,23490.03,23551.65,-207.84,-0.87,15.13,3180.61,24.58,3.35,1.15,-0.008747662512957999
2022-05-02,23334.66,23499.01,23287.11,23475.81,-75.84,-0.32,14.5,2694.25,24.45,3.33,1.16,-0.003220156549541109
2022-05-04,23551.71,23575.05,22855.27,22928.96,-546.85,-2.33,30.09,12189.34,23.65,3.23,1.2,-0.02329419091396645
2022-05-05,23162.91,23269.02,22894.04,22942.07,13.11,0.06,14.34,2999.43,23.7,3.23,1.2,0.000571766011192798
2022-05-06,22602.85,22635.66,22426.67,22542.22,-399.85,-1.74,16.83,3117.64,22.92,3.11,1.26,-0.01742868014961152
2022-05-09,22331.19,22451.24,22120.14,22299.34,-242.88,-1.08,14.58,2890.54,22.53,3.08,1.28,-0.01077444901167679
2022-05-10,22252.75,22421.43,22032.45,22081.75,-217.59,-0.98,13.34,2480.95,22.33,3.05,1.29,-0.009757687895695533
2022-05-11,22143.9,22234.61,21663.6,21950.02,-131.73,-0.6,20.2,3146.51,22.18,3.04,1.3,-0.005965559794853248
2022-05-12,21790.63,21790.85,21343.16,21457.7,-492.32,-2.24,19.45,2979.97,21.54,2.95,1.33,-0.022429136738827515
2022-05-13,21708.73,21883.06,21402.17,21458.89,1.19,0.01,18.53,3124.26,21.63,2.96,1.33,5.545794749672872e-05
2022-05-16,21572.61,21734.49,21406.4,21614.97,156.08,0.73,17.6,2276.49,21.42,2.96,1.35,0.007273442382154993
2022-05-17,21767.51,22211.31,21715.22,22181.67,566.7,2.62,16.43,2620.77,22.05,3.04,1.31,0.02621794062170779
2022-05-18,22308.16,22399.62,22136.33,22168.09,-13.58,-0.06,16.5,2660.96,22.14,3.06,1.32,-0.0006122172045656127
2022-05-19,21698.1,21790.9,21539.85,21589.01,-579.08,-2.61,15.05,2791.11,21.43,2.95,1.35,-0.026122232452141847
2022-05-20,21891.51,22155.32,21874.9,22137.19,548.18,2.54,14.62,2374.14,22.06,3.04,1.32,0.02539162286737562
2022-05-23,22209.52,22315.4,22012.98,22043.78,-93.41,-0.42,15.71,2466.69,22.01,3.03,1.33,-0.00421959607339506
2022-05-24,22083.14,22120.42,21842.91,21902.53,-141.25,-0.64,12.81,2071.9,21.8,3.0,1.34,-0.00640770321605455
2022-05-25,21989.16,22018.6,21632.19,21653.37,-249.16,-1.14,14.52,2364.2,21.49,2.96,1.36,-0.011375854752852743
2022-05-26,21745.64,21923.02,21432.2,21873.56,220.19,1.02,18.34,2631.55,21.71,2.98,1.35,0.010168855933279763
2022-05-27,22070.73,22130.14,21948.94,22112.99,239.43,1.09,12.96,2395.03,21.91,3.01,1.34,0.010946091994170182
2022-05-30,22345.71,22573.25,22339.89,22559.21,446.22,2.02,15.88,2510.12,22.49,3.06,1.31,0.020179089304521725
2022-05-31,22495.97,22643.95,22417.51,22497.64,-61.57,-0.27,21.25,2794.54,22.36,3.04,1.32,-0.0027292622392361965
2022-06-01,22513.78,22593.51,22312.54,22429.56,-68.08,-0.3,15.45,3114.96,22.38,3.03,1.32,-0.003026095181538957
2022-06-02,22439.52,22579.88,22343.23,22563.52,133.96,0.6,12.78,2150.3,22.52,3.05,1.33,0.005972475608081451
2022-06-03,22732.02,22770.95,22402.24,22416.38,-147.14,-0.65,12.55,2282.64,22.34,3.03,1.34,-0.006521145636850911
2022-06-06,22375.12,22423.87,22190.26,22380.34,-36.04,-0.16,11.13,1712.67,22.35,3.03,1.34,-0.0016077529021188974
2022-06-07,22292.04,22295.04,22117.29,22196.84,-183.5,-0.82,10.58,1763.05,22.14,3.0,1.36,-0.008199160513200465
2022-06-08,22282.9,22331.08,22036.34,22121.61,-75.23,-0.34,12.67,2188.27,22.09,2.99,1.36,-0.0033892211684185547
2022-06-09,22012.64,22281.68,21969.6,22266.06,144.45,0.65,10.68,1869.25,22.18,3.01,1.35,0.0065298140596457
2022-06-10,22078.45,22079.13,21916.55,21953.51,-312.55,-1.4,10.58,1969.65,21.85,2.96,1.41,-0.014037059093526372
2022-06-13,21553.28,21553.32,21279.22,21373.99,-579.52,-2.64,13.03,2379.7,21.33,2.89,1.45,-0.026397601112532643
2022-06-14,21256.55,21515.44,21229.18,21321.37,-52.62,-0.25,11.46,2065.85,21.29,2.88,1.45,-0.0024618707129554496
2022-06-15,21359.99,21426.55,21295.36,21314.78,-6.59,-0.03,9.09,1646.92,21.3,2.89,1.45,-0.00030907957603099057
2022-06-16,21505.09,21549.51,20816.05,20851.33,-463.45,-2.17,14.35,2342.26,20.79,2.82,1.49,-0.02174312847704729
2022-06-17,20739.97,20888.91,20563.81,20710.01,-141.32,-0.68,17.87,2818.94,20.36,2.8,1.49,-0.0067775053198047
2022-06-20,20748.62,20790.15,20482.98,20630.52,-79.49,-0.38,16.5,2563.81,20.39,2.81,1.49,-0.00383824054165105
2022-06-21,20760.81,21151.57,20744.72,21097.67,467.15,2.26,16.16,2116.59,20.84,2.87,1.46,0.022643636709108517
2022-06-22,21006.29,21009.95,20758.45,20785.24,-312.43,-1.48,12.5,1851.57,20.48,2.82,1.49,-0.014808744283136277
2022-06-23,20846.96,21080.3,20746.2,20998.55,213.31,1.03,10.81,1844.97,20.71,2.85,1.47,0.010262570939763016
2022-06-24,21150.35,21247.14,21106.68,21223.98,225.43,1.07,11.47,1771.98,20.95,2.88,1.45,0.010735503165694826
2022-06-27,21496.84,21514.69,21401.53,21415.97,191.99,0.9,11.84,1821.57,21.15,2.91,1.44,0.009045899967866644
2022-06-28,21334.91,21482.34,21243.25,21453.26,37.29,0.17,13.91,1730.46,21.06,2.9,1.44,0.0017412239557674791
2022-06-29,21265.45,21447.88,21238.91,21380.99,-72.27,-0.34,11.5,1733.13,20.99,2.89,1.45,-0.003368718786795011
2022-06-30,21359.03,21500.25,21281.67,21324.54,-56.45,-0.26,11.89,1711.23,21.1,2.9,1.45,-0.0026401958001009973
2022-07-01,21284.32,21385.4,21018.58,21340.25,15.71,0.07,11.36,1918.26,21.05,2.9,1.46,0.000736709912616984
2022-07-04,21348.26,21484.37,21252.05,21464.12,123.87,0.58,9.06,1649.41,21.23,2.92,1.43,0.005804524314382498
2022-07-05,21570.69,21714.72,21414.31,21445.92,-18.2,-0.08,11.37,1756.31,21.14,2.91,1.44,-0.0008479266795005103
2022-07-06,21473.49,21746.8,21422.31,21719.59,273.67,1.28,12.21,2093.22,21.38,2.94,1.42,0.012760935413356211
2022-07-07,21869.94,21947.68,21807.01,21929.42,209.83,0.97,10.56,2172.26,21.65,2.98,1.4,0.00966086376400277
2022-07-08,22077.13,22090.6,21940.11,22028.14,98.72,0.45,10.68,1859.58,21.73,2.99,1.4,0.004501715047639188
2022-07-11,21973.42,22159.03,21925.06,22123.36,95.22,0.43,13.5,2049.44,21.85,3.01,1.39,0.004322652752343226
2022-07-12,22066.9,22099.66,21928.44,21955.57,-167.79,-0.76,13.5,2049.44,21.61,2.98,1.41,-0.007584290993773113
2022-07-13,22074.5,22088.47,21851.09,21869.74,-85.83,-0.39,11.15,1655.86,21.55,2.97,1.41,-0.003909258561722528
2022-07-14,21939.81,21979.27,21695.13,21830.49,-39.25,-0.18,12.36,1714.95,21.49,2.96,1.42,-0.0017947172668719702
2022-07-15,21922.08,21990.28,21822.59,21971.45,140.96,0.65,10.2,1790.6,21.66,2.98,1.41,0.00645702409794735
2022-07-18,22103.14,22289.48,22100.14,22277.59,306.14,1.39,22.9,11091.28,21.94,3.02,1.39,0.01393353647574469
2022-07-19,22201.21,22407.53,22187.75,22383.95,106.36,0.48,13.16,2096.99,22.05,3.04,1.39,0.004774304581420141
2022-07-20,22632.06,22667.57,22522.82,22558.2,174.25,0.78,13.42,2332.76,22.21,3.06,1.37,0.007784595658943072
2022-07-21,22574.96,22755.31,22527.39,22734.07,175.87,0.78,16.4,2128.77,22.34,3.08,1.36,0.007796278071831919
2022-07-22,22804.06,22864.55,22719.85,22828.47,94.4,0.42,12.9,2167.42,22.46,3.1,1.36,0.004152358112735621
2022-07-25,22795.73,22828.11,22665.11,22739.17,-89.3,-0.39,15.77,2210.66,22.16,3.09,1.39,-0.003911782086140847
2022-07-26,22761.15,22761.15,22490.63,22514.59,-224.58,-0.99,13.06,2267.73,21.93,3.06,1.4,-0.009876349928339412
2022-07-27,22515.92,22730.28,22459.04,22718.33,203.74,0.9,15.87,2032.93,21.98,3.07,1.4,0.00904924317964495
2022-07-28,22865.04,23066.41,22831.99,23047.5,329.17,1.45,17.09,2632.88,22.33,3.12,1.37,0.014489181203019674
2022-07-29,23208.96,23376.5,23185.72,23359.64,312.14,1.35,21.24,3089.39,22.72,3.18,1.35,0.013543334418049557
2022-08-01,23472.33,23667.46,23362.49,23649.8,290.16,1.24,36.47,12510.1,22.75,3.21,1.34,0.012421424302771822
2022-08-02,23636.12,23739.21,23523.6,23685.51,35.71,0.15,36.46,3511.87,22.9,3.23,1.33,0.0015099493441803613
2022-08-03,23707.54,23746.45,23499.53,23696.3,10.79,0.05,89.85,5979.03,22.65,3.2,1.34,0.000455552783115154
2022-08-04,23790.07,23856.48,23403.31,23721.33,25.03,0.11,23.57,3125.21,22.44,3.17,1.35,0.0010562830484084351
2022-08-05,23773.09,23853.59,23699.42,23731.67,10.34,0.04,19.62,2642.35,22.62,3.21,1.34,0.0004358946146778564
2022-08-08,23755.05,23918.06,23688.13,23888.77,157.1,0.66,16.69,2299.1,23.08,3.23,1.33,0.006619845969542126
2022-08-10,23947.62,23954.61,23783.86,23885.71,-3.06,-0.01,13.55,2153.66,23.15,3.23,1.32,-0.0001280936607452876
2022-08-11,24069.66,24117.12,24027.21,24063.88,178.17,0.75,14.59,2452.14,23.22,3.25,1.31,0.007459271673314394
2022-08-12,24060.58,24171.13,24013.66,24136.4,72.52,0.3,14.59,2452.14,22.95,3.24,1.32,0.003013645347300642
2022-08-16,24224.86,24367.17,24224.43,24357.79,221.39,0.92,46.24,14336.56,23.26,3.3,1.29,0.009172453224175925
2022-08-17,24410.88,24547.9,24402.88,24520.68,162.89,0.67,19.17,2942.98,23.38,3.32,1.29,0.006687388305753439
2022-08-18,24483.43,24578.04,24437.62,24560.74,40.06,0.16,27.49,7861.79,23.26,3.3,1.29,0.001633723045201041
2022-08-19,24593.78,24629.69,24253.96,24299.2,-261.54,-1.06,21.26,3939.02,23.01,3.27,1.31,-0.010648701952791328
2022-08-22,24200.42,24204.3,23895.34,23925.67,-373.53,-1.54,20.99,3056.75,22.79,3.24,1.32,-0.015372111016000667
2022-08-23,23713.23,24126.93,23705.45,24065.79,140.12,0.59,23.87,3435.3,22.94,3.26,1.31,0.005856471313029132
2022-08-24,24022.36,24160.27,23976.5,24135.99,70.2,0.29,22.58,2562.86,23.02,3.27,1.31,0.0029170037634336232
2022-08-25,24215.48,24319.02,24036.5,24074.38,-61.61,-0.26,25.27,2835.1,22.93,3.25,1.31,-0.002552619552792401
2022-08-26,24185.3,24299.86,24097.71,24141.17,66.79,0.28,17.61,2544.37,22.99,3.26,1.31,0.0027743185909667734
2022-08-29,23474.94,23941.06,23474.66,23872.06,-269.11,-1.11,17.57,2960.73,22.74,3.23,1.31,-0.011147347042417488
2022-08-30,23992.12,24457.48,23988.6,24437.22,565.16,2.37,19.0,2808.76,23.42,3.33,1.27,0.023674538351528884
2022-09-01,24183.96,24410.3,24145.68,24249.54,-187.68,-0.77,22.53,4424.21,23.14,3.3,1.29,-0.007680087996916218
2022-09-02,24337.11,24397.13,24207.9,24232.24,-17.3,-0.07,17.61,2637.07,23.01,3.28,1.29,-0.0007134155946875165
2022-09-05,24246.32,24405.29,24246.32,24376.1,143.86,0.59,32.81,3302.46,23.19,3.3,1.28,0.005936719015658287
2022-09-06,24416.07,24521.39,24306.61,24411.21,35.11,0.14,32.14,4520.09,23.22,3.31,1.29,0.0014403452562141705
2022-09-07,24281.63,24444.13,24253.81,24418.89,7.68,0.03,27.79,2798.22,23.23,3.31,1.28,0.0003146095584773967
2022-09-08,24554.63,24624.66,24491.22,24608.47,189.58,0.78,24.96,3344.04,23.48,3.34,1.27,0.007763661657020471
2022-09-09,24734.43,24780.85,24590.38,24652.61,44.14,0.18,20.99,3172.71,23.49,3.35,1.26,0.0017936913591132253
2022-09-12,24704.36,24865.64,24704.35,24829.36,176.75,0.72,17.71,3464.7,23.68,3.37,1.26,0.007169626258639594
2022-09-13,24943.72,25005.84,24926.65,24977.96,148.6,0.6,23.79,5730.75,23.93,3.41,1.24,0.005984850193480495
2022-09-14,24540.47,25006.0,24535.87,24914.38,-63.58,-0.25,21.85,3967.62,23.71,3.38,1.26,-0.002545444063486335
2022-09-15,24976.87,25066.46,24783.65,24837.17,-77.21,-0.31,21.15,4362.05,23.62,3.36,1.27,-0.003099013501439818
2022-09-16,24740.75,24773.89,24226.39,24304.61,-532.56,-2.14,22.76,3838.37,23.07,3.29,1.29,-0.021442056401755782
2022-09-19,24290.37,24462.01,24125.1,24375.52,70.91,0.29,40.07,14367.91,23.22,3.31,1.27,0.0029175535011669584
2022-09-20,24536.17,24795.01,24536.17,24653.7,278.18,1.14,16.79,2909.25,23.48,3.35,1.25,0.011412269358766602
2022-09-21,24598.38,24734.16,24421.08,24485.29,-168.41,-0.68,18.45,2865.99,23.26,3.32,1.27,-0.006831023335239772
2022-09-22,24351.33,24531.04,24271.45,24448.88,-36.41,-0.15,19.71,2805.25,23.0,3.28,1.28,-0.0014870152650836577
2022-09-23,24419.0,24487.26,23969.3,24005.32,-443.56,-1.81,18.62,2936.63,22.6,3.23,1.3,-0.018142344352788387
2022-09-26,23771.56,23801.88,23390.2,23472.28,-533.04,-2.22,21.85,3412.06,22.26,3.18,1.33,-0.02220507787440451
2022-09-27,23546.02,23710.85,23357.65,23475.47,3.19,0.01,19.16,2859.54,22.26,3.18,1.33,0.0001359049909084309
2022-09-28,23323.12,23540.65,23240.13,23303.45,-172.02,-0.73,18.33,3461.94,22.1,3.16,1.33,-0.007327648818106769
2022-09-29,23475.9,23567.34,23223.75,23278.09,-25.36,-0.11,22.12,2314.54,22.12,3.16,1.33,-0.0010882508813072622
2022-09-30,23211.25,23720.19,23141.62,23642.46,364.37,1.57,21.65,2971.0,22.53,3.22,1.3,0.015652916540833006
2022-10-03,23631.29,23682.25,23252.98,23337.18,-305.28,-1.29,20.68,2848.13,22.13,3.16,1.34,-0.01291236191157763
2022-10-04,23640.53,23869.02,23640.43,23857.67,520.49,2.23,15.23,2006.22,22.71,3.24,1.3,0.022303037470679854
2022-10-06,23968.93,24102.29,23968.93,23996.95,139.28,0.58,18.79,2509.24,22.72,3.24,1.3,0.005837954838004089
2022-10-07,23955.47,23995.86,23819.11,23966.56,-30.39,-0.13,16.91,2164.64,22.61,3.23,1.31,-0.0012664109397235723
2022-10-10,23665.55,23890.34,23618.05,23833.57,-132.99,-0.55,15.7,2177.46,22.8,3.26,1.3,-0.005548981581002921
2022-10-11,23860.11,23870.05,23427.69,23465.25,-368.32,-1.55,37.62,12220.85,22.45,3.21,1.32,-0.015453832556348024
2022-10-12,23515.29,23662.08,23396.55,23638.84,173.59,0.74,16.91,1970.66,22.5,3.21,1.31,0.007397747733350446
2022-10-13,23611.97,23643.49,23407.91,23481.48,-157.36,-0.67,15.62,1810.52,22.3,3.18,1.32,-0.006656841029424432
2022-10-14,23816.52,23886.47,23601.41,23619.49,138.01,0.59,14.55,2002.36,22.42,3.2,1.31,0.005877397847154464
2022-10-17,23545.6,23786.03,23461.85,23767.06,147.57,0.62,36.58,11745.92,22.61,3.23,1.3,0.006247806366691311
2022-10-18,23889.23,24025.51,23889.23,24001.2,234.14,0.99,17.36,2232.67,22.78,3.26,1.29,0.009851449863803152
2022-10-19,24078.29,24155.14,23974.11,24018.56,17.36,0.07,25.57,2208.47,22.62,3.23,1.3,0.0007232971684749678
2022-10-20,23914.57,24116.53,23877.9,24088.67,70.11,0.29,22.77,2084.54,22.7,3.24,1.29,0.0029189926456871795
2022-10-21,24143.24,24201.29,23976.78,24048.58,-40.09,-0.17,22.77,2084.54,22.88,3.26,1.28,-0.0016642678902569763
2022-10-24,24243.56,24312.95,24212.94,24233.63,185.05,0.77,5.54,615.97,22.72,3.24,1.28,0.0076948410259565225
2022-10-25,24276.15,24301.08,24151.47,24169.68,-63.95,-0.26,28.72,7041.38,22.68,3.24,1.28,-0.002638894792072022
2022-10-27,24251.93,24350.75,24193.17,24302.8,133.12,0.55,17.56,2409.53,22.99,3.27,1.26,0.005507727036518473
2022-10-28,24303.88,24380.16,24223.88,24300.48,-2.32,-0.01,15.02,2301.54,22.87,3.26,1.26,-9.546225126322305e-05
2022-10-31,24390.94,24606.03,24390.94,24589.55,289.07,1.19,10.53,1833.67,23.17,3.29,1.25,0.011895649797864172
2022-11-01,24675.48,24790.44,24656.11,24778.23,188.68,0.77,20.66,6513.98,23.35,3.31,1.24,0.007673178240350076
2022-11-02,24780.86,24808.18,24674.02,24713.33,-64.9,-0.26,12.31,2352.29,23.69,3.32,1.24,-0.002619234707240903
2022-11-03,24560.08,24751.94,24553.37,24699.03,-14.3,-0.06,19.09,5712.37,23.57,3.31,1.24,-0.0005786350928831396
2022-11-04,24669.48,24787.8,24648.71,24768.89,69.86,0.28,19.23,2638.69,23.84,3.34,1.23,0.002828451157798506
2022-11-07,24854.33,24951.94,24729.38,24902.62,133.73,0.54,22.34,3041.23,23.78,3.32,1.23,0.005399111546783075
2022-11-09,24947.12,24998.37,24780.33,24830.42,-72.2,-0.29,24.78,3322.53,23.93,3.34,1.23,-0.0028992933273688237
2022-11-10,24673.57,24758.72,24545.33,24630.73,-199.69,-0.8,23.13,2973.5,23.46,3.27,1.25,-0.008042151522205332
2022-11-11,24890.3,24978.28,24890.3,24959.57,328.84,1.34,25.7,4657.91,24.05,3.36,1.22,0.013350802026574238
2022-11-14,24952.9,25010.05,24925.32,24956.89,-2.68,-0.01,23.3,5529.67,23.82,3.3,1.25,-0.00010737364465818189
2022-11-15,24951.65,25045.13,24886.43,25021.62,64.73,0.26,17.68,3061.17,23.9,3.3,1.25,0.0025936725289088525
2022-11-16,24976.65,25045.2,24880.87,24966.66,-54.96,-0.22,22.69,3112.97,23.97,3.3,1.25,-0.0021965004663966337
2022-11-17,24905.21,24963.16,24826.48,24860.84,-105.82,-0.42,23.42,3512.68,23.95,3.27,1.26,-0.0042384524001207735
