date,close,high,low,open,volume,adj_close,daily_return,return_zscore
2024-06-12,21960.94921875,22023.900390625,21904.69921875,21935.19921875,35472600,21960.94921875,0.004985777903624422,0.5001694400658415
2024-06-13,22074.30078125,22120.80078125,21992.150390625,22120.75,31190000,22074.30078125,0.005161505605742356,0.5193997498372958
2024-06-14,22214.30078125,22229.400390625,22054.150390625,22148.25,34231400,22214.30078125,0.006342216742779794,0.6486078407767526
2024-06-18,22329.599609375,22338.150390625,22253.349609375,22323.55078125,32391200,22329.599609375,0.005190297424185308,0.5225505085444793
2024-06-19,22224.900390625,22406.30078125,22127.25,22406.30078125,52210600,22224.900390625,-0.004688808603000805,-0.558544087686746
2024-06-20,22305.099609375,22333.599609375,22182.19921875,22293.55078125,34702700,22305.099609375,0.003608529952459527,0.34945384762483284
2024-06-21,22236.19921875,22393.30078125,22186.19921875,22392.599609375,48207200,22236.19921875,-0.0030889972173018254,-0.3834728373824323
2024-06-24,22289.099609375,22309.099609375,22073.650390625,22150.650390625,32202800,22289.099609375,0.0023790212573915337,0.2149057212458394
2024-06-25,22370.650390625,22391.75,22287.099609375,22349.75,26474200,22370.650390625,0.003658774139790655,0.35495219122659527
2024-06-26,22436.80078125,22464.849609375,22309.5,22379.5,38300800,22436.80078125,0.002957016871209195,0.27815718681611085
2024-06-27,22537.400390625,22571.650390625,22395.900390625,22459.900390625,42989900,22537.400390625,0.004483687775089118,0.4452244963344129
2024-06-28,22559.69921875,22673.650390625,22537.69921875,22592.25,43007900,22559.69921875,0.0009894143840243341,0.06283766189422312
2024-07-01,22727.599609375,22739.69921875,22570.400390625,22580.400390625,0,22727.599609375,0.007442492428509473,0.7690136846793887
2024-07-02,22677.80078125,22810.650390625,22592.19921875,22806.30078125,0,22677.80078125,-0.002191116923076164,-0.2852156133503556
2024-07-03,22851.19921875,22871.650390625,22764.099609375,22820.55078125,0,22851.19921875,0.007646175181297288,0.7913031836257955
2024-07-04,22914.19921875,22962.80078125,22866.69921875,22937.599609375,30704400,22914.19921875,0.002756966905627767,0.256265232607788
2024-07-05,22987.650390625,23011.80078125,22838.19921875,22878.5,41259000,22987.650390625,0.0032054871817164265,0.3053478971166232
2024-07-08,22971.150390625,23040.75,22897.94921875,23029.349609375,37034300,22971.150390625,-0.0007177767070413177,-0.12398441069070511
2024-07-09,23067.349609375,23082.349609375,22974.94921875,23035.05078125,32561800,23067.349609375,0.004187827649644538,0.41284780334435567
2024-07-10,22977.650390625,23125.30078125,22685.650390625,23124.150390625,32958800,22977.650390625,-0.0038885793239785693,-0.47097305171281967
2024-07-11,23005.25,23063.099609375,22904.30078125,23059.94921875,33766300,23005.25,0.0012011502005557784,0.08600842718926373
2024-07-12,23095.44921875,23189.400390625,23021.400390625,23086.25,35369700,23095.44921875,0.003920810195498836,0.38362743401316834
2024-07-15,23209.849609375,23234.30078125,23081.30078125,23188.80078125,34314300,23209.849609375,0.004953373694594587,0.49662336867224605
2024-07-16,23204.25,23288.05078125,23181.349609375,23258.19921875,34335200,23204.25,-0.00024126004559454906,-0.0718380336514681
2024-07-18,23210.05078125,23233.849609375,22993.55078125,23167.650390625,35622300,23210.05078125,0.0002499878793755794,-0.018079578621880928
2024-07-19,22853.599609375,23232.5,22833.0,23232.5,30218600,22853.599609375,-0.015357621369917696,-1.7260582128288782
2024-07-22,22942.650390625,23001.05078125,22667.75,22761.5,29609000,22942.650390625,0.0038965757155153824,0.3809753959359894
2024-07-23,22865.19921875,23031.94921875,22307.19921875,23022.80078125,45631600,22865.19921875,-0.0033758598312010335,-0.4148649108042348
2024-07-24,22921.44921875,22965.44921875,22816.75,22856.849609375,31512400,22921.44921875,0.0024600704092652137,0.2237751270279653
2024-07-25,22917.25,22938.650390625,22732.19921875,22753.19921875,34439400,22917.25,-0.00018320040368846602,-0.06548442585020993
2024-07-26,23292.05078125,23306.75,22965.5,22970.400390625,34525200,23292.05078125,0.016354526884770237,1.7442792872122814
2024-07-29,23394.19921875,23496.400390625,23326.05078125,23423.150390625,36107300,23394.19921875,0.004385549321497706,0.4344849667081291
2024-07-30,23440.900390625,23530.0,23381.349609375,23421.19921875,29987100,23440.900390625,0.001996271444827613,0.17302047849890745
2024-07-31,23530.80078125,23556.0,23459.599609375,23495.849609375,32149100,23530.80078125,0.0038351935773317525,0.3742581992875451
2024-08-01,23506.599609375,23637.75,23429.55078125,23608.849609375,29214900,23506.599609375,-0.0010284890896821164,-0.1579864223029617
2024-08-02,23259.44921875,23395.099609375,23225.650390625,23296.099609375,30923600,23259.44921875,-0.010514085181696387,-1.1960182694041677
2024-08-05,22542.44921875,22868.349609375,22397.69921875,22772.55078125,40193400,22542.44921875,-0.030826181362111016,-3.418820348696142
2024-08-06,22443.30078125,22910.75,22406.05078125,22696.94921875,27000600,22443.30078125,-0.0043982992503552865,-0.5267529427759188
2024-08-07,22848.900390625,22870.849609375,22650.80078125,22773.44921875,24591600,22848.900390625,0.01807219059835674,1.9322474043466362
2024-08-08,22705.69921875,22905.599609375,22676.0,22842.0,24382600,22705.69921875,-0.00626731131156566,-0.7312834776345516
2024-08-09,22923.5,22982.44921875,22869.400390625,22948.150390625,21118900,22923.5,0.00959233975363083,1.0042767053935064
2024-08-12,22915.849609375,22993.25,22753.75,22862.900390625,25324300,22915.849609375,-0.00033373571335093555,-0.08195787085325383
2024-08-13,22705.80078125,22962.75,22684.44921875,22952.69921875,27582500,22705.80078125,-0.009166093847948309,-1.048504299752335
2024-08-14,22672.650390625,22778.94921875,22599.94921875,22765.650390625,23576200,22672.650390625,-0.0014599965420455385,-0.20520733214033418
2024-08-16,23056.5,23071.75,22750.30078125,22846.099609375,20454900,23056.5,0.016930072257177242,1.8072626169065706
2024-08-19,23139.75,23195.599609375,23104.099609375,23174.19921875,21337100,23139.75,0.0036106954654868684,0.3496908249814362
2024-08-20,23280.349609375,23292.69921875,23175.400390625,23223.599609375,21727000,23280.349609375,0.0060761075368143125,0.619486863252574
2024-08-21,23368.650390625,23383.19921875,23256.25,23283.75,22340700,23368.650390625,0.00379293192463237,0.36963340386219257
2024-08-22,23440.69921875,23474.849609375,23408.94921875,23467.150390625,21863200,23440.69921875,0.0030831403149367276,0.29195918196594384
2024-08-23,23418.650390625,23496.849609375,23401.0,23485.30078125,23411800,23418.650390625,-0.0009406216051508487,-0.14837086979752498
