date,close,high,low,open,volume,adj_close
2024-12-23,35231.44140625,35426.26953125,35116.96875,35281.30859375,786500,35231.44140625
2024-12-24,35222.6484375,35398.0390625,35131.5390625,35304.44140625,631200,35222.6484375
2024-12-26,35265.03125,35361.19921875,35111.80078125,35289.3515625,664800,35265.03125
2024-12-27,35291.421875,35461.578125,35273.71875,35329.30859375,648700,35291.421875
2024-12-30,35178.37109375,35412.19140625,35025.01953125,35295.62109375,952300,35178.37109375
2024-12-31,35189.03125,35250.01953125,34854.3203125,35058.51171875,984200,35189.03125
2025-01-02,35878.66015625,35896.328125,35357.1796875,35431.05859375,823200,35878.66015625
2025-01-03,35702.0703125,35956.421875,35667.46875,35956.421875,973400,35702.0703125
2025-01-06,34951.0703125,35791.08984375,34862.05078125,35758.0390625,1366500,34951.0703125
2025-01-07,35135.640625,35281.23046875,34974.01171875,34974.01171875,926100,35135.640625
2025-01-08,34958.8515625,35198.2109375,34707.109375,35198.171875,888500,34958.8515625
2025-01-09,34678.19921875,34979.5,34652.80859375,34979.5,715700,34678.19921875
2025-01-10,34287.66015625,34718.55078125,34194.6484375,34684.80859375,1110100,34287.66015625
2025-01-13,33413.4609375,34025.30859375,33344.62890625,33931.6484375,1478700,33413.4609375
2025-01-14,33776.55078125,33854.26171875,33435.41015625,33435.41015625,1420000,33776.55078125
2025-01-15,33877.55078125,34004.21875,33720.94140625,33979.140625,1025500,33877.55078125
2025-01-16,34136.78125,34226.8203125,34095.05078125,34190.44140625,976200,34136.78125
2025-01-17,34083.33984375,34177.2890625,33908.51171875,34177.2890625,892900,34083.33984375
2025-01-20,34279.0703125,34344.859375,34000.71875,34249.48046875,1105700,34279.0703125
2025-01-21,33693.46875,34384.1484375,33664.1796875,34384.1484375,1030000,33693.46875
2025-01-22,33650.8203125,33802.01171875,33318.55859375,33798.01953125,979000,33650.8203125
2025-01-23,33870.03125,33960.73046875,33573.7890625,33659.08984375,831100,33870.03125
2025-01-24,33525.19140625,33983.2109375,33472.30859375,33882.87109375,850900,33525.19140625
2025-01-27,32903.26953125,33293.62890625,32832.921875,33293.62890625,1333000,32903.26953125
2025-01-28,32930.8515625,33202.3203125,32677.75,33003.05078125,1331900,32930.8515625
2025-01-29,33434.58984375,33455.16015625,33018.2890625,33020.3984375,885900,33434.58984375
2025-01-30,33520.73046875,33679.01171875,33384.25,33538.171875,929000,33520.73046875
2025-01-31,33962.66015625,34005.30078125,33542.2109375,33595.48046875,1160100,33962.66015625
2025-02-03,33685.0390625,33765.578125,33505.7109375,33765.4296875,1116200,33685.0390625
2025-02-04,34197.5703125,34216.9609375,33796.16015625,33917.7109375,886900,34197.5703125
2025-02-05,34267.23046875,34405.58984375,34235.8984375,34311.37109375,907000,34267.23046875
2025-02-06,34100.23046875,34403.58984375,34020.16015625,34399.078125,653400,34100.23046875
2025-02-07,34049.01953125,34233.05859375,33861.8515625,34125.828125,805900,34049.01953125
2025-02-10,33615.46875,34059.37890625,33518.44140625,34051.69921875,737000,33615.46875
2025-02-11,32969.921875,33610.3984375,32834.98046875,33608.76953125,902200,32969.921875
2025-02-12,32902.921875,33036.5703125,32342.8203125,32933.23828125,1265000,32902.921875
2025-02-13,32894.16015625,33226.66015625,32845.328125,32933.51171875,805900,32894.16015625
2025-02-14,32465.880859375,33026.98828125,32233.330078125,33014.609375,1018000,32465.880859375
2025-02-17,32504.98046875,32524.169921875,32018.359375,32303.3203125,967100,32504.98046875
2025-02-18,32433.140625,32552.509765625,32219.48046875,32552.509765625,909700,32433.140625
2025-02-19,32607.76953125,32723.66015625,32210.880859375,32333.0703125,832400,32607.76953125
2025-02-20,32757.5703125,32772.48828125,32461.25,32516.0703125,797100,32757.5703125
2025-02-21,32535.939453125,32869.0,32430.41015625,32740.990234375,900000,32535.939453125
2025-02-24,32193.810546875,32340.349609375,32144.0390625,32340.349609375,601700,32193.810546875
2025-02-25,32122.7109375,32322.630859375,32077.990234375,32214.73046875,715600,32122.7109375
2025-02-27,31964.7890625,32205.890625,31918.2109375,32197.810546875,674100,31964.7890625
2025-02-28,31296.849609375,31780.900390625,31197.560546875,31767.119140625,1151000,31296.849609375
2025-03-03,31335.9609375,31490.08984375,30967.740234375,31368.640625,1523000,31335.9609375
2025-03-04,31369.650390625,31422.990234375,31006.01953125,31147.05078125,944200,31369.650390625
2025-03-05,31906.5703125,31917.849609375,31354.5703125,31383.630859375,1121700,31906.5703125
2025-03-06,32200.419921875,32235.259765625,31923.900390625,32200.01953125,1119900,32200.419921875
2025-03-07,32198.9296875,32363.509765625,32105.869140625,32233.029296875,1016700,32198.9296875
2025-03-10,31922.7890625,32355.05078125,31868.029296875,32290.5703125,986600,31922.7890625
2025-03-11,31991.599609375,32039.1796875,31632.720703125,31695.599609375,961700,31991.599609375
2025-03-12,31919.619140625,32131.859375,31688.009765625,32077.08984375,912900,31919.619140625
2025-03-13,31785.900390625,32080.23046875,31762.44921875,32080.23046875,747500,31785.900390625
2025-03-17,31966.2109375,32070.630859375,31811.779296875,31823.599609375,786600,31966.2109375
2025-03-18,32543.4296875,32567.939453125,32102.689453125,32163.58984375,1078300,32543.4296875
2025-03-19,32852.8203125,32898.8203125,32548.109375,32655.109375,1282200,32852.8203125
2025-03-20,33171.19140625,33211.8515625,32877.7109375,33085.25,992100,33171.19140625
2025-03-21,33487.78125,33524.828125,33117.80078125,33178.4296875,1300700,33487.78125
2025-03-24,33913.4609375,33996.12890625,33606.41015625,33745.87890625,1296600,33913.4609375
2025-03-25,33761.03125,34122.5,33672.80859375,34110.19921875,1337100,33761.03125
2025-03-26,33495.53125,33890.19921875,33472.23828125,33802.44140625,1223000,33495.53125
2025-03-27,33711.609375,33753.9609375,33378.73828125,33396.328125,1762700,33711.609375
2025-03-28,33579.21875,33852.71875,33491.390625,33760.078125,1439200,33579.21875
2025-04-01,33153.98828125,33671.4609375,33111.21875,33445.859375,939100,33153.98828125
2025-04-02,33459.6484375,33481.80078125,33063.55078125,33217.98828125,905900,33459.6484375
2025-04-03,33420.859375,33445.25,33148.71875,33150.03125,1137800,33420.859375
2025-04-04,32739.880859375,33370.80078125,32635.33984375,33354.4296875,1215500,32739.880859375
2025-04-07,31664.359375,31784.330078125,30571.609375,30571.619140625,1855800,31664.359375
2025-04-08,32233.69921875,32400.3203125,31845.310546875,32141.689453125,1068600,32233.69921875
2025-04-09,32044.580078125,32176.439453125,31885.939453125,32176.439453125,810500,32044.580078125
2025-04-11,32666.109375,32762.859375,32485.689453125,32617.869140625,1186200,32666.109375
2025-04-15,33482.62109375,33516.23828125,33156.48828125,33306.30078125,992400,33482.62109375
2025-04-16,33670.30859375,33688.01953125,33436.80859375,33573.578125,1176200,33670.30859375
2025-04-17,34109.671875,34145.8203125,33505.921875,33642.9609375,1207500,34109.671875
2025-04-21,34609.69921875,34648.98046875,34189.94140625,34281.9296875,1610100,34609.69921875
2025-04-22,34730.2890625,34842.640625,34526.23828125,34739.44921875,1562400,34730.2890625
2025-04-23,34962.78125,34999.828125,34586.890625,34948.421875,1280900,34962.78125
2025-04-24,34880.671875,35013.3515625,34844.94140625,34957.171875,1095200,34880.671875
2025-04-25,34359.01953125,35021.23828125,34081.01953125,34907.48046875,1469100,34359.01953125
2025-04-28,34765.7890625,34798.62109375,34327.73046875,34328.3984375,1154700,34765.7890625
2025-04-29,34785.55078125,35001.5390625,34741.76171875,34849.4609375,1234500,34785.55078125
